basin_id,country,country_iso3,climate_zone,rainfall_mm,avg_temp_c,avg_slope_deg,soil_type,ndvi,risk_quantity,risk_quality,regulatory_risk,water_rights,risk_driver,historical_outcome
BSN-1510,USA,USA,Mediterranean,560.3,10.9,1.0,Loam,0.59,2.1,2.6,1.0,Restricted,low_materiality,
BSN-1511,Italy,ITA,Mediterranean,586.7,16.5,1.2,Clay,0.41,1.8,3.1,3.2,Restricted,water_quality|governance_risk,
BSN-1512,Chile,CHL,Wet,1271.5,15.4,9.2,Clay,0.8,1.0,2.9,1.9,Restricted,erosion,
BSN-1513,Chile,CHL,Wet,1079.0,13.0,12.7,Peat,0.66,3.4,2.3,1.4,Restricted,water_quantity|erosion,
BSN-1514,Australia,,Arid,73.8,28.7,11.2,Sand,0.17,4.5,3.2,2.1,Restricted,water_quality|water_quantity|land_degradation|erosion,
BSN-1515,USA,USA,Arid,69.1,21.8,7.6,Sand,0.03,4.8,2.0,3.6,Restricted,water_quantity|governance_risk|land_degradation|erosion,
BSN-1516,Spain,,Mediterranean,491.3,10.4,0.8,Loam,0.64,1.3,1.9,2.5,Restricted,low_materiality,
BSN-1517,UK,GBR,Wet,1645.1,14.4,5.7,Peat,0.71,1.9,2.5,2.4,Restricted,low_materiality,
BSN-1518,Canada,CAN,Wet,1318.9,10.5,4.6,Loam,0.72,1.2,2.3,3.6,Restricted,governance_risk,1.0
BSN-1519,Chile,CHL,Arid,0.0,16.4,6.8,Rock,0.16,4.6,3.7,3.0,Available,water_quality|water_quantity|governance_risk|land_degradation|erosion,
BSN-1520,Italy,ITA,Mediterranean,551.9,10.2,1.4,Loam,0.46,4.0,2.2,2.1,Restricted,water_quantity,
BSN-1521,Italy,ITA,Mediterranean,490.2,13.4,1.5,Loam,0.51,1.6,3.2,2.4,Restricted,water_quality,
BSN-1522,Canada,CAN,Wet,1755.6,8.7,4.3,Clay,0.88,1.4,3.0,1.9,Available,water_quality,
BSN-1523,Chile,CHL,Wet,579.7,9.9,7.3,Clay,0.6,1.9,2.7,1.5,Restricted,erosion,
BSN-1524,Canada,CAN,Wet,1427.9,7.5,7.4,Clay,0.81,3.1,2.4,3.4,Restricted,water_quantity|governance_risk|erosion,
BSN-1525,Chile,CHL,Mediterranean,497.7,10.1,4.5,Clay,0.41,2.2,3.2,3.5,Available,water_quality|governance_risk,
BSN-1526,USA,USA,Mediterranean,503.8,15.7,0.7,Silt,0.44,3.0,3.4,2.0,Restricted,water_quality|water_quantity,
BSN-1527,Spain,,Mediterranean,576.0,23.5,1.4,Clay,0.53,3.7,1.0,2.9,Restricted,water_quantity,
BSN-1528,Australia,,Arid,27.1,20.5,1.8,Sand,0.05,4.9,3.8,2.6,Restricted,water_quality|water_quantity|land_degradation,
BSN-1529,Canada,CAN,Wet,831.3,13.9,5.0,Peat,0.8,3.8,5.0,1.8,Locked,water_quality|water_quantity,0.0
BSN-1530,Chile,CHL,Wet,1572.9,14.0,7.0,Peat,0.75,4.0,3.7,2.8,Available,water_quality|water_quantity|erosion,
BSN-1531,Chile,CHL,Wet,1345.5,9.0,4.5,Clay,0.84,3.2,4.4,2.5,Available,water_quality|water_quantity,
BSN-1532,Canada,CAN,Wet,1403.5,8.9,5.3,Loam,0.79,2.1,3.7,2.8,Locked,water_quality,
BSN-1533,Italy,ITA,Mediterranean,598.5,20.2,1.4,Loam,0.67,2.2,3.4,3.2,Restricted,water_quality|governance_risk,
BSN-1534,UK,GBR,Wet,1009.0,11.0,4.2,Clay,0.75,3.5,3.2,2.5,Restricted,water_quality|water_quantity,
BSN-1535,UK,GBR,Wet,1008.7,3.7,4.7,Peat,0.71,4.4,3.7,1.4,Available,water_quality|water_quantity,
BSN-1536,Canada,CAN,Wet,1243.3,4.5,7.0,Peat,0.62,1.2,4.4,1.8,Restricted,water_quality|erosion,
BSN-1537,Chile,CHL,Mediterranean,824.2,16.8,0.4,Clay,0.45,1.0,3.3,3.0,Restricted,water_quality|governance_risk,
BSN-1538,Chile,CHL,Mediterranean,740.3,16.0,1.1,Clay,0.57,2.3,2.8,3.1,Available,governance_risk,
BSN-1539,Chile,CHL,Arid,41.9,19.7,1.9,Rock,0.18,4.7,1.1,2.5,Restricted,water_quantity|land_degradation,
BSN-1540,UK,GBR,Wet,1134.1,9.0,3.5,Peat,0.8,2.2,3.4,2.9,Restricted,water_quality,
BSN-1541,USA,USA,Mediterranean,471.7,24.1,0.3,Silt,0.51,2.2,4.4,3.4,Restricted,water_quality|governance_risk,
BSN-1542,Spain,,Mediterranean,829.0,21.6,0.7,Loam,0.61,5.0,3.3,2.1,Restricted,water_quality|water_quantity,
BSN-1543,Chile,CHL,Mediterranean,496.7,20.3,0.2,Clay,0.6,3.1,2.9,1.4,Restricted,water_quantity,
BSN-1544,USA,USA,Mediterranean,568.9,19.3,3.3,Clay,0.66,2.4,1.7,2.1,Restricted,low_materiality,
BSN-1545,Spain,,Mediterranean,431.2,13.2,1.7,Silt,0.42,3.3,4.0,2.3,Available,water_quality|water_quantity,
BSN-1546,USA,USA,Arid,0.0,30.4,8.6,Rock,0.12,4.8,1.9,3.3,Restricted,water_quantity|governance_risk|land_degradation|erosion,
BSN-1547,Spain,,Mediterranean,653.8,9.0,3.2,Silt,0.57,2.1,2.5,3.7,Restricted,governance_risk,
BSN-1548,Spain,,Mediterranean,608.2,13.3,1.6,Silt,0.55,3.2,2.6,1.8,Locked,water_quantity,
BSN-1549,UK,GBR,Wet,1061.4,10.3,3.9,Peat,0.8,3.6,3.8,3.3,Locked,water_quality|water_quantity|governance_risk,
BSN-1550,Italy,ITA,Mediterranean,562.1,11.4,5.7,Clay,0.48,2.9,4.3,1.8,Available,water_quality,
BSN-1551,Canada,CAN,Wet,1636.1,10.9,3.2,Clay,0.75,1.0,2.4,1.6,Restricted,low_materiality,
BSN-1552,USA,USA,Mediterranean,451.8,16.9,0.1,Clay,0.48,2.6,2.1,2.5,Restricted,low_materiality,1.0
BSN-1553,Chile,CHL,Mediterranean,633.2,18.3,3.4,Clay,0.44,1.6,4.9,2.4,Restricted,water_quality,
BSN-1554,Chile,CHL,Wet,1298.1,7.5,3.9,Clay,0.88,2.6,4.6,1.4,Restricted,water_quality,
BSN-1555,USA,USA,Mediterranean,700.2,8.7,1.1,Loam,0.55,1.0,3.3,1.7,Restricted,water_quality,
BSN-1556,Chile,CHL,Arid,34.5,33.7,0.5,Sand,0.09,4.0,1.9,2.5,Available,water_quantity|land_degradation,0.0
BSN-1557,USA,USA,Arid,52.5,20.4,11.2,Sand,0.08,3.7,3.3,2.2,Restricted,water_quality|water_quantity|land_degradation|erosion,0.0
BSN-1558,Canada,CAN,Wet,813.3,9.0,14.9,Peat,0.74,2.7,1.8,3.1,Restricted,governance_risk|erosion,
BSN-1559,USA,USA,Mediterranean,835.7,12.3,0.7,Loam,0.41,2.7,3.1,1.9,Restricted,water_quality,
BSN-1560,Canada,CAN,Wet,1206.6,15.7,2.6,Peat,0.67,3.5,2.5,4.3,Restricted,water_quantity|governance_risk,
BSN-1561,Chile,CHL,Mediterranean,841.9,17.5,0.8,Loam,0.57,1.8,4.1,2.1,Restricted,water_quality,
BSN-1562,Australia,,Arid,15.7,17.5,4.6,Rock,0.0,4.2,1.9,3.2,Locked,water_quantity|governance_risk|land_degradation,0.0
BSN-1563,USA,USA,Arid,35.3,27.4,3.3,Sand,0.14,4.7,3.2,1.0,Restricted,water_quality|water_quantity|land_degradation,
BSN-1564,USA,USA,Mediterranean,798.7,16.1,0.6,Loam,0.41,2.5,4.3,2.9,Restricted,water_quality,
BSN-1565,USA,USA,Mediterranean,556.7,10.4,1.0,Loam,0.56,2.3,5.0,2.2,Restricted,water_quality,
BSN-1566,USA,USA,Mediterranean,474.5,8.4,0.4,Clay,0.67,4.3,2.6,1.5,Restricted,water_quantity,1.0
BSN-1567,Chile,CHL,Mediterranean,699.8,14.9,0.2,Clay,0.41,1.9,2.3,1.3,Restricted,low_materiality,
BSN-1568,UK,GBR,Wet,727.4,13.7,3.3,Clay,0.82,3.4,3.0,2.9,Available,water_quality|water_quantity,
BSN-1569,USA,USA,Mediterranean,667.6,21.0,2.1,Clay,0.53,1.7,2.8,3.2,Restricted,governance_risk,
BSN-1570,USA,USA,Mediterranean,367.4,9.7,0.2,Loam,0.44,1.3,3.1,2.9,Restricted,water_quality,
BSN-1571,UK,GBR,Wet,1134.9,14.1,5.5,Loam,0.81,3.1,2.6,2.4,Restricted,water_quantity,
BSN-1572,USA,USA,Mediterranean,368.1,15.7,1.0,Loam,0.65,3.9,2.0,1.2,Restricted,water_quantity,
BSN-1573,Chile,CHL,Mediterranean,427.9,12.4,0.7,Silt,0.48,4.2,4.4,2.8,Restricted,water_quality|water_quantity,
BSN-1574,Chile,CHL,Wet,1048.0,10.7,2.1,Clay,0.78,2.8,4.1,2.0,Locked,water_quality,
BSN-1575,Chile,CHL,Wet,1474.5,11.9,4.3,Loam,0.9,3.7,3.9,1.5,Available,water_quality|water_quantity,
BSN-1576,USA,USA,Arid,67.6,24.2,6.3,Rock,0.14,4.0,3.2,2.5,Restricted,water_quality|water_quantity|land_degradation|erosion,
BSN-1577,Chile,CHL,Wet,1601.6,9.2,2.3,Clay,0.61,4.4,3.2,4.1,Locked,water_quality|water_quantity|governance_risk,
BSN-1578,Italy,ITA,Mediterranean,522.2,20.9,1.1,Clay,0.48,1.9,4.0,3.1,Restricted,water_quality|governance_risk,
BSN-1579,USA,USA,Mediterranean,688.1,15.7,3.2,Loam,0.55,2.3,4.6,3.6,Restricted,water_quality|governance_risk,1.0
BSN-1580,Chile,CHL,Mediterranean,754.1,11.5,2.3,Loam,0.48,1.0,3.2,1.7,Restricted,water_quality,
BSN-1581,Chile,CHL,Wet,628.1,15.0,6.4,Loam,0.8,2.3,4.0,3.7,Restricted,water_quality|governance_risk|erosion,0.0
BSN-1582,Chile,CHL,Mediterranean,767.5,14.9,2.6,Clay,0.4,1.9,3.1,2.9,Available,water_quality,
BSN-1583,Chile,CHL,Mediterranean,663.8,13.2,2.3,Silt,0.49,2.3,1.8,3.7,Restricted,governance_risk,
BSN-1584,USA,USA,Mediterranean,820.6,10.6,0.1,Clay,0.46,3.3,3.0,3.1,Restricted,water_quality|water_quantity|governance_risk,
BSN-1585,Italy,ITA,Mediterranean,619.7,21.0,3.1,Silt,0.51,2.6,2.8,2.6,Restricted,low_materiality,
BSN-1586,Chile,CHL,Arid,12.8,21.6,4.5,Sand,0.11,4.3,4.7,3.4,Available,water_quality|water_quantity|governance_risk|land_degradation,
BSN-1587,USA,USA,Arid,49.9,22.5,1.9,Sand,0.07,4.8,2.8,2.9,Available,water_quantity|land_degradation,
BSN-1588,Australia,,Arid,98.8,23.2,1.1,Sand,0.19,3.7,2.5,1.6,Locked,water_quantity|land_degradation,
BSN-1589,USA,USA,Arid,4.8,27.4,1.4,Sand,0.12,3.8,4.7,3.4,Restricted,water_quality|water_quantity|governance_risk|land_degradation,
BSN-1590,USA,USA,Arid,74.3,26.1,6.3,Sand,0.19,4.6,3.2,3.4,Restricted,water_quality|water_quantity|governance_risk|land_degradation|erosion,
BSN-1591,Italy,ITA,Mediterranean,574.6,17.0,1.8,Loam,0.55,1.9,4.7,1.5,Available,water_quality,
BSN-1592,Australia,,Arid,48.1,22.5,4.6,Sand,0.04,4.7,2.8,1.0,Restricted,water_quantity|land_degradation,
BSN-1593,Chile,CHL,Mediterranean,849.1,12.1,2.3,Silt,0.44,3.1,2.4,2.4,Available,water_quantity,
BSN-1594,UK,GBR,Wet,1812.4,11.4,1.4,Peat,0.83,3.0,2.1,2.0,Restricted,water_quantity,
BSN-1595,Spain,,Mediterranean,709.8,13.0,1.5,Loam,0.69,2.1,3.0,1.7,Restricted,water_quality,
BSN-1596,Chile,CHL,Mediterranean,588.6,20.2,0.7,Clay,0.47,2.1,1.0,3.6,Locked,governance_risk,
BSN-1597,Chile,CHL,Arid,56.3,26.5,1.4,Sand,0.06,4.5,1.2,1.8,Available,water_quantity|land_degradation,
BSN-1598,Chile,CHL,Arid,42.1,11.0,11.0,Sand,0.04,4.4,4.0,1.8,Locked,water_quality|water_quantity|land_degradation|erosion,
BSN-1599,Australia,,Arid,67.8,16.6,0.9,Sand,0.05,3.1,3.4,3.7,Restricted,water_quality|water_quantity|governance_risk|land_degradation,
BSN-1600,USA,USA,Arid,0.0,16.7,2.7,Rock,0.01,4.1,2.7,2.1,Restricted,water_quantity|land_degradation,
BSN-1601,Italy,ITA,Mediterranean,511.4,8.8,0.5,Clay,0.59,3.0,2.2,3.2,Restricted,water_quantity|governance_risk,
BSN-1602,USA,USA,Arid,65.6,27.3,1.3,Sand,0.19,4.2,3.1,2.9,Restricted,water_quality|water_quantity|land_degradation,0.0
BSN-1603,Chile,CHL,Arid,89.2,22.5,8.5,Sand,0.03,5.0,4.2,3.4,Available,water_quality|water_quantity|governance_risk|land_degradation|erosion,
BSN-1604,Chile,CHL,Arid,103.0,24.4,4.5,Sand,0.07,5.0,3.0,1.7,Available,water_quality|water_quantity|land_degradation,
BSN-1605,Chile,CHL,Mediterranean,664.7,10.5,2.3,Silt,0.69,2.4,2.2,1.0,Available,low_materiality,
BSN-1606,Spain,,Mediterranean,585.6,13.2,3.2,Silt,0.42,1.0,2.6,2.3,Restricted,low_materiality,
BSN-1607,USA,USA,Mediterranean,304.3,6.3,1.1,Clay,0.68,2.2,2.6,3.6,Restricted,governance_risk,
BSN-1608,Spain,,Mediterranean,969.5,13.6,2.1,Clay,0.41,4.1,2.2,3.1,Restricted,water_quantity|governance_risk,
BSN-1609,Chile,CHL,Mediterranean,778.6,7.4,4.3,Silt,0.58,2.4,4.2,2.6,Locked,water_quality,
BSN-1610,Australia,,Arid,65.3,18.9,2.7,Sand,0.11,5.0,2.6,3.2,Restricted,water_quantity|governance_risk|land_degradation,
BSN-1611,UK,GBR,Wet,2067.5,7.9,6.9,Clay,0.65,3.7,2.0,3.2,Restricted,water_quantity|governance_risk|erosion,
BSN-1612,Italy,ITA,Mediterranean,452.7,11.3,2.9,Clay,0.65,3.8,4.1,2.5,Restricted,water_quality|water_quantity,
BSN-1613,USA,USA,Arid,43.9,25.9,3.8,Sand,0.04,3.9,3.1,2.8,Locked,water_quality|water_quantity|land_degradation,0.0
BSN-1614,UK,GBR,Wet,1268.1,10.3,7.2,Peat,0.89,2.7,3.0,3.2,Restricted,water_quality|governance_risk|erosion,
BSN-1615,UK,GBR,Wet,780.0,9.7,14.1,Peat,0.73,3.3,1.6,1.9,Locked,water_quantity|erosion,
BSN-1616,Australia,,Arid,0.0,20.0,2.0,Sand,0.15,4.7,4.1,2.6,Restricted,water_quality|water_quantity|land_degradation,
BSN-1617,USA,USA,Mediterranean,447.9,16.1,0.5,Loam,0.66,2.6,1.0,1.1,Locked,low_materiality,
BSN-1618,UK,GBR,Wet,1620.7,9.2,12.7,Peat,0.62,2.8,2.8,1.6,Restricted,erosion,
BSN-1619,Canada,CAN,Wet,1238.4,4.8,4.2,Clay,0.81,1.0,3.5,3.1,Restricted,water_quality|governance_risk,
BSN-1620,Australia,,Arid,64.1,30.8,1.1,Sand,0.1,5.0,2.9,2.4,Restricted,water_quantity|land_degradation,
BSN-1621,Chile,CHL,Mediterranean,844.3,14.7,0.5,Loam,0.59,3.2,2.7,3.4,Restricted,water_quantity|governance_risk,
BSN-1622,Spain,,Mediterranean,574.3,10.2,0.0,Clay,0.51,2.1,3.3,2.3,Available,water_quality,
BSN-1623,Chile,CHL,Mediterranean,282.8,12.3,0.2,Silt,0.65,3.8,3.4,2.4,Restricted,water_quality|water_quantity,
BSN-1624,Spain,,Mediterranean,446.3,5.2,1.1,Loam,0.42,1.3,4.8,1.5,Restricted,water_quality,
BSN-1625,Italy,ITA,Mediterranean,920.4,18.6,0.9,Silt,0.67,2.6,3.4,3.6,Restricted,water_quality|governance_risk,
BSN-1626,Italy,ITA,Mediterranean,502.7,12.2,2.7,Clay,0.46,4.1,3.5,1.9,Restricted,water_quality|water_quantity,
BSN-1627,Chile,CHL,Wet,1626.1,11.8,5.5,Loam,0.61,2.6,2.0,2.2,Available,low_materiality,
BSN-1628,Australia,,Arid,88.0,25.6,3.0,Sand,0.02,5.0,2.9,1.8,Restricted,water_quantity|land_degradation,0.0
BSN-1629,Spain,,Mediterranean,808.8,12.9,1.5,Loam,0.55,1.7,4.1,2.6,Restricted,water_quality,
BSN-1630,Canada,CAN,Wet,1109.8,6.6,8.0,Clay,0.7,3.6,1.3,2.6,Restricted,water_quantity|erosion,
BSN-1631,Chile,CHL,Wet,597.5,11.7,2.1,Peat,0.79,2.9,3.1,3.3,Restricted,water_quality|governance_risk,
BSN-1632,Spain,,Mediterranean,715.9,9.7,0.4,Loam,0.63,1.6,2.2,2.3,Locked,low_materiality,
BSN-1633,Spain,,Mediterranean,399.5,16.2,0.2,Silt,0.48,2.4,3.9,2.1,Restricted,water_quality,
BSN-1634,USA,USA,Arid,0.0,26.3,8.1,Sand,0.19,4.5,3.3,3.0,Restricted,water_quality|water_quantity|governance_risk|land_degradation|erosion,0.0
BSN-1635,Spain,,Mediterranean,451.7,23.0,1.3,Clay,0.47,3.1,2.4,1.0,Restricted,water_quantity,
BSN-1636,Spain,,Mediterranean,677.2,20.1,1.9,Silt,0.55,3.4,3.6,1.7,Restricted,water_quality|water_quantity,
BSN-1637,Chile,CHL,Mediterranean,555.1,18.1,2.0,Clay,0.44,1.0,3.5,3.7,Restricted,water_quality|governance_risk,
BSN-1638,Spain,,Mediterranean,821.9,7.6,1.6,Clay,0.57,2.4,2.3,2.2,Restricted,low_materiality,
BSN-1639,USA,USA,Mediterranean,498.2,11.5,1.9,Loam,0.48,3.9,2.4,2.5,Restricted,water_quantity,
BSN-1640,Chile,CHL,Arid,49.3,32.3,1.6,Sand,0.05,5.0,2.9,2.4,Locked,water_quantity|land_degradation,0.0
BSN-1641,Spain,,Mediterranean,408.4,15.5,0.0,Loam,0.53,2.6,1.3,1.9,Restricted,low_materiality,
BSN-1642,Spain,,Mediterranean,699.9,10.9,2.3,Loam,0.42,4.1,4.7,1.7,Restricted,water_quality|water_quantity,
BSN-1643,Chile,CHL,Mediterranean,595.6,15.6,0.6,Silt,0.47,3.5,2.2,1.0,Locked,water_quantity,
BSN-1644,Australia,,Arid,48.5,21.6,2.5,Rock,0.08,4.8,2.7,2.2,Available,water_quantity|land_degradation,
BSN-1645,Chile,CHL,Wet,1294.6,9.5,8.4,Clay,0.72,1.2,2.7,2.7,Available,erosion,
BSN-1646,Chile,CHL,Mediterranean,795.2,10.3,2.9,Silt,0.52,4.6,4.5,2.2,Available,water_quality|water_quantity,
BSN-1647,Chile,CHL,Mediterranean,611.9,14.6,0.8,Loam,0.55,1.6,2.9,1.7,Locked,low_materiality,
BSN-1648,UK,GBR,Wet,589.9,6.2,2.2,Peat,0.86,3.9,2.3,1.4,Restricted,water_quantity,
BSN-1649,Chile,CHL,Mediterranean,839.8,11.0,2.0,Loam,0.5,3.4,3.5,1.3,Available,water_quality|water_quantity,
BSN-1650,USA,USA,Arid,85.4,30.2,4.2,Sand,0.02,4.5,2.2,3.2,Available,water_quantity|governance_risk|land_degradation,
BSN-1651,Italy,ITA,Mediterranean,725.0,16.4,3.0,Loam,0.65,4.5,1.5,2.1,Restricted,water_quantity,
BSN-1652,Spain,,Mediterranean,757.5,9.0,1.6,Silt,0.56,1.7,4.4,1.1,Restricted,water_quality,
BSN-1653,UK,GBR,Wet,1293.8,11.7,2.8,Clay,0.84,4.3,2.7,4.1,Restricted,water_quantity|governance_risk,
BSN-1654,USA,USA,Mediterranean,706.1,11.2,0.7,Loam,0.68,2.1,2.2,2.6,Restricted,low_materiality,
BSN-1655,Australia,,Arid,74.2,20.9,2.9,Sand,0.03,4.5,1.3,2.8,Restricted,water_quantity|land_degradation,
BSN-1656,Italy,ITA,Mediterranean,841.5,12.4,1.0,Clay,0.41,2.9,3.8,3.0,Restricted,water_quality|governance_risk,
BSN-1657,USA,USA,Mediterranean,849.6,12.1,0.9,Clay,0.4,1.8,2.5,3.4,Restricted,governance_risk,
BSN-1658,Italy,ITA,Mediterranean,621.0,19.3,1.0,Clay,0.67,2.4,2.8,2.7,Available,low_materiality,1.0
BSN-1659,Chile,CHL,Mediterranean,538.3,11.8,2.5,Silt,0.47,1.0,2.5,2.0,Locked,low_materiality,
BSN-1660,Italy,ITA,Mediterranean,602.9,12.5,1.4,Loam,0.45,3.2,2.6,1.3,Locked,water_quantity,
BSN-1661,Canada,CAN,Wet,1315.0,7.0,9.6,Loam,0.81,2.8,1.7,2.2,Restricted,erosion,
BSN-1662,USA,USA,Mediterranean,575.0,16.0,0.6,Loam,0.41,2.7,4.3,2.0,Restricted,water_quality,
BSN-1663,Chile,CHL,Mediterranean,201.9,8.8,3.6,Loam,0.49,3.8,2.3,1.0,Available,water_quantity,0.0
BSN-1664,Australia,,Arid,61.9,22.4,1.3,Rock,0.04,4.6,1.0,2.8,Locked,water_quantity|land_degradation,
BSN-1665,Chile,CHL,Arid,60.4,26.6,7.8,Sand,0.19,5.0,4.4,2.6,Available,water_quality|water_quantity|land_degradation|erosion,
BSN-1666,Chile,CHL,Mediterranean,436.6,18.0,2.5,Loam,0.66,1.0,4.9,3.4,Available,water_quality|governance_risk,
BSN-1667,Australia,,Arid,12.1,33.0,3.9,Rock,0.16,4.3,2.0,1.7,Restricted,water_quantity|land_degradation,
BSN-1668,Australia,,Arid,59.1,19.6,2.0,Sand,0.04,4.1,4.1,2.7,Restricted,water_quality|water_quantity|land_degradation,
BSN-1669,Chile,CHL,Mediterranean,552.9,15.0,1.8,Clay,0.64,2.2,3.5,3.1,Locked,water_quality|governance_risk,
BSN-1670,USA,USA,Arid,77.5,26.6,3.9,Sand,0.01,4.8,2.7,2.8,Restricted,water_quantity|land_degradation,
BSN-1671,UK,GBR,Wet,1553.1,8.3,4.1,Loam,0.61,2.8,4.4,3.6,Restricted,water_quality|governance_risk,
BSN-1672,Chile,CHL,Arid,54.2,18.9,2.3,Rock,0.03,4.7,2.3,2.5,Available,water_quantity|land_degradation,
BSN-1673,Chile,CHL,Mediterranean,478.6,9.9,4.0,Loam,0.44,1.5,1.0,2.5,Locked,low_materiality,
BSN-1674,Italy,ITA,Mediterranean,573.3,18.3,3.1,Loam,0.52,1.6,3.8,2.3,Restricted,water_quality,
BSN-1675,Chile,CHL,Wet,1301.3,11.1,8.0,Peat,0.61,2.1,1.4,2.3,Available,erosion,
BSN-1676,USA,USA,Arid,104.2,28.6,2.0,Sand,0.18,4.4,3.4,2.0,Restricted,water_quality|water_quantity|land_degradation,
BSN-1677,Chile,CHL,Mediterranean,416.3,10.4,2.4,Loam,0.6,3.0,3.0,3.0,Available,water_quality|water_quantity|governance_risk,
BSN-1678,Canada,CAN,Wet,1454.3,15.6,2.2,Clay,0.8,2.2,3.9,2.3,Restricted,water_quality,1.0
BSN-1679,Chile,CHL,Wet,1369.4,13.2,5.9,Peat,0.73,1.6,2.7,2.5,Restricted,low_materiality,0.0
BSN-1680,UK,GBR,Wet,1446.1,8.9,8.1,Loam,0.8,2.4,2.8,2.6,Locked,erosion,
BSN-1681,Italy,ITA,Mediterranean,818.7,14.5,1.7,Clay,0.46,2.2,3.4,2.3,Restricted,water_quality,
BSN-1682,Chile,CHL,Arid,68.1,21.7,4.5,Sand,0.11,3.6,2.5,1.0,Restricted,water_quantity|land_degradation,
BSN-1683,Spain,,Mediterranean,589.7,13.4,0.5,Loam,0.59,3.2,4.4,2.3,Restricted,water_quality|water_quantity,
BSN-1684,Canada,CAN,Wet,1110.9,8.7,6.7,Peat,0.8,3.3,3.8,3.6,Restricted,water_quality|water_quantity|governance_risk|erosion,
BSN-1685,Italy,ITA,Mediterranean,390.6,15.5,1.0,Clay,0.6,2.2,4.3,1.0,Available,water_quality,
BSN-1686,Spain,,Mediterranean,610.7,13.6,1.8,Silt,0.56,4.3,4.2,2.3,Restricted,water_quality|water_quantity,
BSN-1687,Italy,ITA,Mediterranean,726.9,10.6,0.6,Loam,0.66,3.6,1.7,1.5,Available,water_quantity,
BSN-1688,UK,GBR,Wet,1102.1,12.5,3.9,Loam,0.73,2.5,3.0,1.7,Restricted,water_quality,
BSN-1689,Chile,CHL,Arid,87.0,18.2,6.2,Sand,0.07,4.2,1.5,2.6,Available,water_quantity|land_degradation|erosion,
BSN-1690,Italy,ITA,Mediterranean,860.6,10.2,0.4,Clay,0.5,3.1,4.4,2.9,Restricted,water_quality|water_quantity,
BSN-1691,Chile,CHL,Mediterranean,420.3,13.3,2.1,Silt,0.53,3.4,2.4,3.0,Restricted,water_quantity|governance_risk,
BSN-1692,Italy,ITA,Mediterranean,296.2,19.9,0.2,Loam,0.5,3.5,3.3,2.8,Restricted,water_quality|water_quantity,
BSN-1693,USA,USA,Mediterranean,777.1,7.7,0.9,Silt,0.55,1.2,3.2,3.6,Restricted,water_quality|governance_risk,
BSN-1694,Australia,,Arid,86.2,27.0,6.9,Sand,0.09,3.8,3.5,2.6,Restricted,water_quality|water_quantity|land_degradation|erosion,
BSN-1695,USA,USA,Mediterranean,589.4,18.8,1.2,Silt,0.6,3.0,3.2,2.8,Restricted,water_quality|water_quantity,
BSN-1696,USA,USA,Mediterranean,735.9,10.5,5.0,Loam,0.43,2.0,2.8,3.7,Restricted,governance_risk,
BSN-1697,Chile,CHL,Mediterranean,698.5,12.2,0.6,Clay,0.42,2.0,3.1,2.2,Restricted,water_quality,1.0
BSN-1698,Australia,,Arid,119.0,21.2,2.8,Rock,0.16,4.6,4.5,2.8,Restricted,water_quality|water_quantity|land_degradation,
BSN-1699,Spain,,Mediterranean,403.2,16.7,0.8,Loam,0.45,4.1,3.6,3.4,Restricted,water_quality|water_quantity|governance_risk,
BSN-1700,Spain,,Mediterranean,638.4,9.9,0.2,Loam,0.6,2.2,1.0,1.2,Restricted,low_materiality,
BSN-1701,Chile,CHL,Arid,15.7,14.4,10.0,Rock,0.04,3.8,1.0,2.4,Available,water_quantity|land_degradation|erosion,
BSN-1702,USA,USA,Mediterranean,434.7,14.2,0.1,Silt,0.62,4.1,4.0,1.4,Restricted,water_quality|water_quantity,
BSN-1703,Australia,,Arid,22.8,10.5,2.0,Rock,0.12,4.6,4.0,3.5,Restricted,water_quality|water_quantity|governance_risk|land_degradation,
BSN-1704,USA,USA,Arid,22.0,19.7,4.4,Sand,0.07,4.3,5.0,2.2,Restricted,water_quality|water_quantity|land_degradation,0.0
BSN-1705,Chile,CHL,Wet,1277.7,5.5,0.6,Loam,0.84,2.4,4.5,2.4,Available,water_quality,1.0
BSN-1706,USA,USA,Mediterranean,535.1,15.1,0.9,Clay,0.65,2.4,2.4,1.4,Locked,low_materiality,
BSN-1707,UK,GBR,Wet,1323.3,12.3,4.6,Clay,0.74,2.1,3.4,3.1,Restricted,water_quality|governance_risk,
BSN-1708,Chile,CHL,Mediterranean,607.4,12.2,2.7,Loam,0.56,3.3,2.2,1.0,Available,water_quantity,
BSN-1709,USA,USA,Mediterranean,647.2,8.9,0.1,Loam,0.52,3.0,3.5,3.1,Restricted,water_quality|water_quantity|governance_risk,
BSN-1710,Chile,CHL,Wet,1763.9,11.5,1.6,Clay,0.76,2.9,3.9,2.3,Available,water_quality,
BSN-1711,USA,USA,Mediterranean,448.1,11.9,1.6,Clay,0.47,3.6,3.1,2.5,Restricted,water_quality|water_quantity,
BSN-1712,Italy,ITA,Mediterranean,766.3,19.6,1.6,Loam,0.43,3.1,3.4,2.9,Restricted,water_quality|water_quantity,
BSN-1713,Italy,ITA,Mediterranean,531.7,12.6,3.8,Loam,0.49,3.3,4.2,1.6,Restricted,water_quality|water_quantity,
BSN-1714,Spain,,Mediterranean,508.4,12.1,3.1,Clay,0.54,2.6,2.6,3.5,Restricted,governance_risk,
